tick_us,arm_id,record_kind,meta_seed,meta_iteration_id,j1_pos,j2_pos,j3_pos,j4_pos,j5_pos,j6_pos,j7_pos,j1_vel,j2_vel,j3_vel,j4_vel,j5_vel,j6_vel,j7_vel,j1_trq,j2_trq,j3_trq,j4_trq,j5_trq,j6_trq,j7_trq,ee_x,ee_y,ee_z,ee_qw,ee_qx,ee_qy,ee_qz,ee_fx,ee_fy,ee_fz,ee_tx,ee_ty,ee_tz,nav_dx,nav_dy,nav_dz,ttip_temp,irr_flow,suc_flow,co2_insuf,us_present,ala_uv,imri_active,estop_state,safety_zone,robot_state,heartbeat_ok,tick_align_flag
14000,ARM_1,MIXED,20260510,run_00001,0.0001,-0.0005,0.0011,0.0024,0.0018,0.0024,0.0007,0.3004,0.3004,0.2987,0.3006,0.299,0.2999,0.3003,0.2582,0.2584,0.2575,0.2589,0.2593,0.261,0.2586,100.0,0.15,79.92,1.0,0.0003,0.0,0.0,-0.003,0.801,-0.001,0.0007,0.0518,0.0012,0.056,0.024,-0.014,36.14,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
14000,ARM_2,MIXED,20260510,run_00001,0.1229,0.241,0.342,0.4215,0.4746,0.4978,0.4905,0.291,0.2617,0.2184,0.1627,0.0936,0.0204,-0.054,0.3256,0.3744,0.3951,0.3957,0.3724,0.3228,0.2537,126.84,49.83,86.29,0.9922,0.125,0.0,0.0,0.337,0.494,0.303,0.0123,0.0487,0.0038,-0.025,0.077,0.096,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
14000,ARM_3,MIXED,20260510,run_00001,0.2422,0.42,0.4986,0.4542,0.2964,0.0679,-0.1771,0.2622,0.1604,0.0222,-0.1233,-0.242,-0.2967,-0.2802,0.3743,0.3973,0.3223,0.1692,-0.0247,-0.2128,-0.3505,147.73,98.09,92.43,0.9688,0.2477,0.0,0.0,0.848,0.435,0.824,0.0229,0.0426,0.0068,-0.013,0.021,0.048,36.01,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
14000,ARM_4,MIXED,20260510,run_00001,0.3415,0.4977,0.3876,0.0709,-0.2865,-0.4889,-0.4288,0.2186,0.02,-0.188,-0.2976,-0.2453,-0.0609,0.1549,0.395,0.3233,0.077,-0.2126,-0.3855,-0.3513,-0.1293,163.13,143.21,98.33,0.9304,0.3666,0.0,0.0,0.701,0.04,0.765,0.0339,0.0386,0.011,-0.045,0.038,0.037,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
15000,ARM_1,MIXED,20260510,run_00001,-0.0001,0.0002,0.0002,0.0001,0.0028,0.0047,0.0012,0.3001,0.2984,0.3004,0.3006,0.3001,0.3012,0.2989,0.2574,0.2583,0.2594,0.2586,0.2587,0.2585,0.2597,100.01,-0.03,80.08,1.0,0.0004,0.0,0.0,0.006,0.797,0.014,-0.0008,0.0535,-0.0002,-0.028,-0.017,-0.004,35.95,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
15000,ARM_2,MIXED,20260510,run_00001,0.1248,0.2413,0.3421,0.4202,0.4736,0.4985,0.492,0.2907,0.2645,0.2207,0.1615,0.0932,0.0198,-0.0552,0.3284,0.373,0.3953,0.3971,0.3725,0.3228,0.253,126.88,49.82,86.16,0.9922,0.125,0.0,0.0,0.339,0.497,0.317,0.0124,0.0489,0.0031,-0.023,-0.043,-0.017,36.08,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
15000,ARM_3,MIXED,20260510,run_00001,0.2402,0.4215,0.4995,0.4535,0.2971,0.0692,-0.1769,0.2632,0.1623,0.0204,-0.1257,-0.2425,-0.2956,-0.2803,0.3718,0.3974,0.3219,0.1705,-0.0242,-0.2134,-0.3503,147.71,97.97,92.41,0.9688,0.2478,0.0,0.0,0.848,0.424,0.81,0.0252,0.0435,0.0087,0.056,0.016,0.068,36.09,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
15000,ARM_4,MIXED,20260510,run_00001,0.3423,0.4973,0.3907,0.0681,-0.2875,-0.489,-0.4258,0.2188,0.0217,-0.1905,-0.2964,-0.244,-0.062,0.1552,0.3979,0.3221,0.0761,-0.2145,-0.3882,-0.3525,-0.1292,163.16,143.25,98.29,0.9304,0.3666,0.0,0.0,0.696,0.041,0.762,0.0353,0.0368,0.0112,0.01,-0.057,0.017,36.13,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
16000,ARM_1,MIXED,20260510,run_00001,0.0015,0.0018,0.0011,0.0017,0.0028,0.0031,0.0029,0.3,0.3005,0.2989,0.3003,0.3002,0.2998,0.3005,0.2586,0.2594,0.2604,0.2568,0.2585,0.259,0.2582,100.03,0.08,80.05,1.0,0.0004,0.0,0.0,0.007,0.804,-0.002,0.0003,0.0504,0.0006,0.092,-0.085,0.005,35.93,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
16000,ARM_2,MIXED,20260510,run_00001,0.1239,0.2401,0.3423,0.4205,0.4752,0.4996,0.4907,0.29,0.2629,0.2184,0.1614,0.0931,0.0175,-0.0533,0.3247,0.3734,0.3975,0.3959,0.3711,0.3222,0.2532,126.87,49.86,86.29,0.9921,0.1251,0.0,0.0,0.339,0.482,0.311,0.0124,0.0476,0.0034,-0.044,0.024,-0.02,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
16000,ARM_3,MIXED,20260510,run_00001,0.24,0.42,0.498,0.4536,0.2987,0.0709,-0.1763,0.2617,0.1626,0.0216,-0.1265,-0.2407,-0.2973,-0.2791,0.3719,0.3968,0.324,0.1707,-0.0256,-0.2127,-0.3496,147.69,97.95,92.32,0.9688,0.2478,0.0,0.0,0.847,0.431,0.818,0.0237,0.0452,0.0085,-0.062,-0.028,-0.071,36.08,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
16000,ARM_4,MIXED,20260510,run_00001,0.342,0.4978,0.3885,0.0683,-0.286,-0.4907,-0.426,0.2201,0.0199,-0.1881,-0.2972,-0.2458,-0.0601,0.1547,0.3964,0.3201,0.0767,-0.2131,-0.3855,-0.3521,-0.1283,163.18,143.14,98.31,0.9304,0.3666,0.0,0.0,0.697,0.041,0.758,0.0337,0.0362,0.0097,0.066,0.071,-0.005,36.04,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
17000,ARM_1,MIXED,20260510,run_00001,0.0007,0.001,0.0015,0.0026,0.0035,0.0063,0.0035,0.2998,0.3006,0.3005,0.3011,0.3,0.2994,0.3005,0.2576,0.2604,0.2611,0.2579,0.2586,0.2588,0.2599,100.02,-0.09,79.98,1.0,0.0004,0.0,0.0,-0.007,0.802,0.006,0.0002,0.0509,-0.0022,-0.027,0.026,-0.023,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
17000,ARM_2,MIXED,20260510,run_00001,0.1242,0.2403,0.3412,0.42,0.4744,0.4997,0.4912,0.2903,0.2647,0.2182,0.1609,0.0936,0.0201,-0.0563,0.3245,0.3723,0.396,0.3958,0.3698,0.322,0.2542,126.74,49.79,86.19,0.9921,0.1251,0.0,0.0,0.342,0.495,0.307,0.0125,0.047,0.0038,-0.015,0.12,0.015,36.03,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
17000,ARM_3,MIXED,20260510,run_00001,0.2403,0.423,0.4999,0.4558,0.298,0.0685,-0.1773,0.2625,0.164,0.0193,-0.1246,-0.2407,-0.2977,-0.2809,0.3752,0.3966,0.3232,0.1702,-0.0243,-0.2138,-0.3512,147.71,97.98,92.39,0.9688,0.2478,0.0,0.0,0.844,0.427,0.825,0.0232,0.0446,0.0064,0.003,0.033,-0.022,36.11,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
17000,ARM_4,MIXED,20260510,run_00001,0.3407,0.4972,0.3891,0.0688,-0.2883,-0.4886,-0.4288,0.2183,0.0205,-0.1885,-0.2968,-0.2467,-0.0616,0.1547,0.3977,0.3226,0.0736,-0.2107,-0.3873,-0.3516,-0.1282,163.14,143.21,98.38,0.9304,0.3667,0.0,0.0,0.703,0.036,0.759,0.0333,0.0355,0.0112,-0.067,-0.03,0.0,36.11,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
18000,ARM_1,MIXED,20260510,run_00001,-0.0008,0.0015,0.0027,0.0029,0.0021,0.0041,0.004,0.3008,0.2993,0.2979,0.3015,0.2996,0.2997,0.3005,0.2578,0.2576,0.259,0.2575,0.2585,0.2588,0.2617,100.03,0.13,79.94,1.0,0.0004,0.0,0.0,0.005,0.794,0.0,-0.0009,0.0507,-0.0001,0.01,0.026,0.044,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
18000,ARM_2,MIXED,20260510,run_00001,0.1243,0.2403,0.3423,0.4206,0.4752,0.4998,0.4903,0.2908,0.2647,0.2174,0.1616,0.0929,0.0184,-0.0558,0.3249,0.3736,0.3969,0.395,0.3707,0.3222,0.2543,126.92,49.81,86.3,0.9921,0.1251,0.0,0.0,0.334,0.496,0.301,0.0128,0.0475,0.0049,-0.0,0.055,0.067,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
18000,ARM_3,MIXED,20260510,run_00001,0.2417,0.4225,0.4985,0.4533,0.2977,0.067,-0.1794,0.2629,0.1626,0.0206,-0.1247,-0.2402,-0.2983,-0.2789,0.3737,0.3975,0.3222,0.1697,-0.0242,-0.2137,-0.3488,147.76,97.94,92.38,0.9688,0.2478,0.0,0.0,0.833,0.434,0.813,0.0235,0.0438,0.0072,0.031,-0.015,-0.028,36.07,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
18000,ARM_4,MIXED,20260510,run_00001,0.3421,0.5006,0.3883,0.0668,-0.2869,-0.4897,-0.4274,0.2209,0.0208,-0.1901,-0.2965,-0.2454,-0.0618,0.1553,0.3955,0.3235,0.0749,-0.2128,-0.3863,-0.3527,-0.1292,163.11,143.17,98.42,0.9303,0.3667,0.0,0.0,0.694,0.038,0.77,0.0341,0.0356,0.0116,-0.129,-0.031,-0.053,36.14,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
19000,ARM_1,MIXED,20260510,run_00001,0.0009,0.001,0.0021,0.0018,0.0017,0.004,0.0024,0.3004,0.3005,0.3004,0.2999,0.2985,0.3005,0.3013,0.2577,0.2587,0.2592,0.2593,0.258,0.2585,0.2603,99.98,0.16,80.02,1.0,0.0005,0.0,0.0,0.01,0.802,0.008,0.0008,0.0506,-0.0011,-0.013,-0.026,-0.02,36.02,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
19000,ARM_2,MIXED,20260510,run_00001,0.1249,0.2405,0.3407,0.4219,0.4759,0.4985,0.4908,0.2897,0.2621,0.2183,0.1599,0.0924,0.0188,-0.0567,0.3249,0.3736,0.399,0.3972,0.3718,0.3213,0.2529,126.97,49.98,86.21,0.9921,0.1251,0.0,0.0,0.34,0.502,0.311,0.0142,0.0493,0.0027,-0.009,0.026,-0.049,36.07,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
19000,ARM_3,MIXED,20260510,run_00001,0.2405,0.4209,0.4979,0.4539,0.2971,0.0672,-0.1788,0.2612,0.1629,0.0206,-0.1261,-0.2412,-0.2987,-0.2799,0.3728,0.3962,0.3237,0.17,-0.0263,-0.2142,-0.3488,147.75,98.09,92.44,0.9688,0.2479,0.0,0.0,0.849,0.433,0.814,0.0242,0.0439,0.0061,-0.038,-0.019,0.062,36.06,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
19000,ARM_4,MIXED,20260510,run_00001,0.3407,0.4979,0.3884,0.0678,-0.2866,-0.4898,-0.4278,0.2193,0.0207,-0.19,-0.295,-0.2457,-0.06,0.155,0.396,0.3222,0.0765,-0.2122,-0.3868,-0.3523,-0.1291,163.13,143.15,98.35,0.9303,0.3667,0.0,0.0,0.692,0.045,0.764,0.0341,0.0371,0.0092,0.043,-0.045,0.018,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
20000,ARM_1,MIXED,20260510,run_00001,0.0011,0.0012,0.0001,0.003,0.0013,0.0036,0.0023,0.3002,0.3005,0.3006,0.3,0.2996,0.2992,0.2992,0.2591,0.2587,0.259,0.2586,0.2596,0.2593,0.26,100.01,0.16,80.01,1.0,0.0005,0.0,0.0,-0.005,0.802,-0.003,0.0002,0.0504,0.0004,0.024,-0.031,-0.014,36.0,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
20000,ARM_2,MIXED,20260510,run_00001,0.1223,0.2407,0.3403,0.4211,0.4756,0.4998,0.492,0.2922,0.2618,0.2195,0.1611,0.0933,0.0215,-0.0561,0.3257,0.3705,0.3952,0.395,0.3704,0.3216,0.2533,126.83,49.85,86.11,0.9921,0.1252,0.0,0.0,0.334,0.494,0.311,0.0138,0.0483,0.0045,-0.001,0.03,-0.028,36.06,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
20000,ARM_3,MIXED,20260510,run_00001,0.2396,0.4189,0.5002,0.4508,0.297,0.0659,-0.1785,0.2636,0.1623,0.0212,-0.1258,-0.2424,-0.2988,-0.2801,0.3721,0.396,0.3232,0.1696,-0.0267,-0.2133,-0.3498,147.74,98.04,92.5,0.9688,0.2479,0.0,0.0,0.839,0.427,0.812,0.0241,0.0448,0.0078,-0.023,-0.06,0.065,36.2,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
20000,ARM_4,MIXED,20260510,run_00001,0.3413,0.4991,0.3878,0.0699,-0.2869,-0.4899,-0.4272,0.2185,0.0206,-0.1882,-0.2969,-0.2455,-0.0605,0.1554,0.3958,0.3238,0.0744,-0.2127,-0.3858,-0.3515,-0.1277,163.11,143.15,98.39,0.9303,0.3667,0.0,0.0,0.699,0.037,0.756,0.0326,0.0353,0.0125,-0.106,-0.13,0.075,36.03,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
21000,ARM_1,MIXED,20260510,run_00001,0.0006,0.0007,0.0031,0.002,0.0024,0.0034,0.0044,0.2986,0.3011,0.299,0.3015,0.2995,0.2989,0.3003,0.2597,0.2572,0.2584,0.2598,0.2584,0.2586,0.2608,99.98,0.05,80.05,1.0,0.0005,0.0,0.0,-0.003,0.796,0.009,0.0,0.0494,-0.0005,-0.043,-0.035,-0.047,35.93,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
21000,ARM_2,MIXED,20260510,run_00001,0.1227,0.2418,0.3433,0.421,0.4761,0.4984,0.489,0.2895,0.2624,0.2191,0.1595,0.0941,0.0192,-0.0563,0.3252,0.3741,0.3973,0.3949,0.3712,0.3213,0.2538,126.9,49.86,86.25,0.9921,0.1252,0.0,0.0,0.329,0.493,0.311,0.0118,0.0489,0.0047,-0.024,-0.121,0.006,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
21000,ARM_3,MIXED,20260510,run_00001,0.2399,0.4223,0.4982,0.4516,0.2973,0.0668,-0.1782,0.2632,0.1627,0.0208,-0.1249,-0.2426,-0.2984,-0.2806,0.3737,0.3958,0.3223,0.1693,-0.0242,-0.2147,-0.3498,147.67,98.11,92.42,0.9688,0.2479,0.0,0.0,0.84,0.432,0.822,0.0239,0.0436,0.0098,0.021,0.006,0.031,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
21000,ARM_4,MIXED,20260510,run_00001,0.3402,0.4987,0.3879,0.0684,-0.2884,-0.4899,-0.4279,0.2196,0.0217,-0.1894,-0.2981,-0.2454,-0.0615,0.157,0.3976,0.3247,0.0743,-0.2132,-0.3851,-0.3521,-0.1273,163.09,143.2,98.26,0.9303,0.3668,0.0,0.0,0.701,0.039,0.762,0.0333,0.038,0.0096,0.008,-0.008,0.069,36.07,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
22000,ARM_1,MIXED,20260510,run_00001,0.0016,0.0014,0.0008,-0.0006,0.0031,0.0039,0.0032,0.2997,0.3013,0.3004,0.3005,0.2998,0.2999,0.3023,0.2589,0.2585,0.2592,0.2594,0.2579,0.2598,0.2594,100.01,0.05,80.03,1.0,0.0005,0.0,0.0,0.006,0.804,-0.003,0.0009,0.0491,0.0013,-0.022,-0.014,0.022,36.01,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
22000,ARM_2,MIXED,20260510,run_00001,0.124,0.2412,0.3402,0.4227,0.4752,0.498,0.4903,0.2918,0.2633,0.2212,0.1601,0.0932,0.0192,-0.0553,0.3268,0.3734,0.3961,0.396,0.3717,0.321,0.2515,126.79,49.88,86.27,0.9921,0.1252,0.0,0.0,0.332,0.489,0.297,0.0096,0.0486,0.0044,-0.078,-0.004,-0.031,36.11,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
22000,ARM_3,MIXED,20260510,run_00001,0.2396,0.4207,0.4983,0.4524,0.2973,0.0666,-0.1787,0.2628,0.1608,0.0195,-0.1255,-0.2414,-0.2987,-0.2791,0.3749,0.3964,0.3227,0.1701,-0.025,-0.2133,-0.3497,147.7,98.11,92.37,0.9688,0.2479,0.0,0.0,0.856,0.421,0.821,0.0227,0.0424,0.0062,0.086,0.044,0.005,36.1,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
22000,ARM_4,MIXED,20260510,run_00001,0.342,0.4979,0.3876,0.0684,-0.288,-0.4899,-0.4283,0.2194,0.021,-0.1901,-0.2957,-0.2443,-0.0616,0.1557,0.3971,0.3242,0.0738,-0.2142,-0.3888,-0.351,-0.1271,163.08,143.26,98.31,0.9303,0.3668,0.0,0.0,0.692,0.048,0.762,0.0345,0.0365,0.0105,0.005,0.078,0.049,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
23000,ARM_1,MIXED,20260510,run_00001,0.0007,0.0022,0.0006,0.0027,0.0047,0.0046,0.0045,0.3014,0.2996,0.2994,0.3004,0.3006,0.3,0.2997,0.2587,0.2584,0.261,0.2589,0.2588,0.2587,0.2598,100.04,0.03,79.99,1.0,0.0006,0.0,0.0,0.006,0.805,0.007,-0.0001,0.0481,0.0017,0.033,0.005,-0.041,35.97,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
23000,ARM_2,MIXED,20260510,run_00001,0.1238,0.242,0.3431,0.4211,0.4741,0.4989,0.491,0.291,0.264,0.2174,0.1612,0.0937,0.0182,-0.0569,0.3242,0.3728,0.3987,0.3971,0.3702,0.3216,0.2536,126.79,49.81,86.23,0.9921,0.1252,0.0,0.0,0.336,0.499,0.306,0.0134,0.0463,0.0042,0.077,-0.017,0.033,36.01,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
23000,ARM_3,MIXED,20260510,run_00001,0.2392,0.421,0.4986,0.4532,0.297,0.0675,-0.1778,0.2633,0.1617,0.0198,-0.1268,-0.2417,-0.2989,-0.2795,0.3743,0.3958,0.3229,0.1688,-0.0255,-0.2148,-0.3503,147.76,98.09,92.41,0.9688,0.248,0.0,0.0,0.838,0.435,0.815,0.0244,0.0437,0.0074,-0.042,0.023,0.018,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
23000,ARM_4,MIXED,20260510,run_00001,0.3411,0.4978,0.3877,0.0676,-0.2904,-0.4915,-0.4262,0.2204,0.0224,-0.1899,-0.2971,-0.2452,-0.0615,0.1547,0.396,0.3242,0.0752,-0.2133,-0.3865,-0.3517,-0.1286,163.1,143.28,98.29,0.9303,0.3668,0.0,0.0,0.701,0.044,0.756,0.0355,0.0369,0.0113,-0.014,0.05,0.072,36.18,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
24000,ARM_1,MIXED,20260510,run_00001,-0.0001,0.0011,-0.0005,0.0015,0.0025,0.0048,0.0031,0.3008,0.299,0.3,0.299,0.3001,0.3014,0.3004,0.2596,0.2607,0.2578,0.2597,0.259,0.2595,0.2611,99.99,0.06,80.06,1.0,0.0006,0.0,0.0,-0.003,0.799,0.01,0.0001,0.0499,-0.0014,0.043,-0.02,-0.071,35.9,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
24000,ARM_2,MIXED,20260510,run_00001,0.1256,0.2407,0.3424,0.4214,0.4776,0.4994,0.4911,0.2904,0.2629,0.2176,0.1605,0.0932,0.0173,-0.0569,0.324,0.3734,0.3965,0.3949,0.3722,0.322,0.2513,126.92,49.82,86.33,0.9921,0.1253,0.0,0.0,0.341,0.497,0.311,0.011,0.0488,0.0054,0.015,0.032,-0.053,36.04,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
24000,ARM_3,MIXED,20260510,run_00001,0.2417,0.4204,0.4996,0.4545,0.2963,0.0687,-0.1778,0.2616,0.1636,0.0194,-0.1262,-0.2416,-0.2975,-0.282,0.3726,0.3971,0.3236,0.169,-0.0259,-0.2148,-0.3499,147.72,98.14,92.37,0.9688,0.248,0.0,0.0,0.846,0.427,0.815,0.0229,0.0428,0.0069,0.018,-0.048,0.013,36.03,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
24000,ARM_4,MIXED,20260510,run_00001,0.3415,0.4979,0.3886,0.0693,-0.2887,-0.4895,-0.4268,0.2194,0.0202,-0.1904,-0.2976,-0.2447,-0.0605,0.1554,0.3968,0.3232,0.0743,-0.214,-0.3881,-0.3514,-0.1278,163.08,143.18,98.4,0.9303,0.3668,0.0,0.0,0.704,0.035,0.761,0.0345,0.0359,0.0115,0.036,-0.012,0.005,36.15,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
25000,ARM_1,MIXED,20260510,run_00001,-0.0008,0.0001,0.003,0.0021,0.0023,0.0036,0.0041,0.3,0.3004,0.3013,0.2995,0.2996,0.3005,0.2978,0.2577,0.2583,0.2584,0.2585,0.2592,0.259,0.2588,99.95,0.21,80.03,1.0,0.0006,0.0,0.0,0.01,0.8,0.007,0.0009,0.0508,0.0003,-0.115,-0.038,0.039,35.95,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
25000,ARM_2,MIXED,20260510,run_00001,0.1257,0.2416,0.3416,0.4217,0.4749,0.4987,0.4921,0.2905,0.2637,0.2189,0.1617,0.0935,0.0187,-0.0549,0.3253,0.3729,0.3957,0.3974,0.3713,0.3206,0.2522,126.83,49.88,86.17,0.9921,0.1253,0.0,0.0,0.332,0.487,0.309,0.0117,0.0484,0.0019,-0.018,-0.046,-0.019,36.05,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
25000,ARM_3,MIXED,20260510,run_00001,0.2407,0.4219,0.499,0.4539,0.2966,0.0655,-0.1786,0.263,0.1614,0.0199,-0.1263,-0.2446,-0.2962,-0.2817,0.3731,0.3973,0.3227,0.1684,-0.0248,-0.2137,-0.3497,147.71,97.99,92.41,0.9688,0.248,0.0,0.0,0.849,0.428,0.813,0.0251,0.0443,0.0074,-0.009,0.03,-0.035,36.04,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
25000,ARM_4,MIXED,20260510,run_00001,0.342,0.4992,0.3893,0.0702,-0.2856,-0.4907,-0.4274,0.217,0.0195,-0.1899,-0.2967,-0.2453,-0.0602,0.1567,0.3957,0.3248,0.0756,-0.2134,-0.3874,-0.3535,-0.1272,163.14,143.22,98.29,0.9303,0.3669,0.0,0.0,0.686,0.041,0.758,0.0359,0.0371,0.0107,-0.033,-0.004,0.103,36.17,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
26000,ARM_1,MIXED,20260510,run_00001,0.0009,0.001,0.0018,0.003,0.0035,0.0035,0.0048,0.3012,0.2997,0.3008,0.2988,0.2999,0.3032,0.3011,0.2573,0.2586,0.2597,0.2596,0.2593,0.2595,0.261,100.04,0.15,80.06,1.0,0.0006,0.0,0.0,0.007,0.803,0.001,-0.0005,0.0498,-0.0008,0.019,0.079,0.069,35.96,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
26000,ARM_2,MIXED,20260510,run_00001,0.1227,0.2399,0.3435,0.4207,0.4754,0.4989,0.4923,0.2886,0.2636,0.2203,0.1599,0.094,0.0199,-0.0565,0.324,0.372,0.3973,0.3974,0.3691,0.3202,0.2527,126.9,49.92,86.23,0.9921,0.1253,0.0,0.0,0.331,0.485,0.305,0.0132,0.0494,0.0035,0.027,-0.072,0.026,36.0,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
26000,ARM_3,MIXED,20260510,run_00001,0.2386,0.4217,0.5002,0.453,0.297,0.0667,-0.1812,0.2626,0.1605,0.0204,-0.1268,-0.2422,-0.2973,-0.2801,0.3718,0.3961,0.322,0.1704,-0.0268,-0.2139,-0.3511,147.73,97.97,92.39,0.9688,0.248,0.0,0.0,0.842,0.437,0.823,0.0235,0.0438,0.008,-0.007,-0.008,-0.018,36.1,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
26000,ARM_4,MIXED,20260510,run_00001,0.3411,0.5,0.3876,0.0674,-0.2866,-0.489,-0.4271,0.2197,0.0198,-0.1904,-0.2971,-0.2449,-0.0633,0.1568,0.3976,0.3212,0.0745,-0.2129,-0.3862,-0.3521,-0.1259,163.02,143.22,98.35,0.9303,0.3669,0.0,0.0,0.695,0.037,0.762,0.033,0.036,0.0115,-0.038,-0.011,0.064,36.1,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
27000,ARM_1,MIXED,20260510,run_00001,-0.0008,0.0005,0.002,0.0028,0.0023,0.006,0.0043,0.3007,0.298,0.3008,0.2994,0.2988,0.3003,0.3007,0.2579,0.2578,0.2589,0.2593,0.2598,0.259,0.2605,100.02,0.04,79.97,1.0,0.0007,0.0,0.0,0.004,0.801,0.006,-0.0001,0.0512,-0.0002,0.03,-0.066,-0.08,36.09,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
27000,ARM_2,MIXED,20260510,run_00001,0.1255,0.2395,0.3403,0.4221,0.4756,0.4991,0.4898,0.2897,0.2635,0.2183,0.1607,0.094,0.0193,-0.0575,0.3264,0.3727,0.3969,0.3953,0.3734,0.3208,0.2529,126.88,49.87,86.37,0.9921,0.1253,0.0,0.0,0.337,0.499,0.299,0.0134,0.0492,0.003,0.004,0.034,0.022,36.09,30.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
27000,ARM_3,MIXED,20260510,run_00001,0.2395,0.4208,0.4972,0.4541,0.296,0.067,-0.1798,0.2633,0.1605,0.0191,-0.1255,-0.2398,-0.2979,-0.2785,0.3742,0.395,0.3225,0.1682,-0.0267,-0.216,-0.3515,147.64,98.04,92.35,0.9687,0.2481,0.0,0.0,0.847,0.429,0.811,0.025,0.0436,0.0072,0.049,-0.008,-0.042,36.16,30.0,25.0,0.0,0,0,0,0,OUTER,READY,1,1
27000,ARM_4,MIXED,20260510,run_00001,0.34,0.4985,0.3889,0.0667,-0.2877,-0.4888,-0.4281,0.2202,0.0202,-0.1913,-0.2979,-0.244,-0.0593,0.1553,0.3975,0.3222,0.074,-0.2141,-0.3859,-0.3508,-0.1282,163.08,143.23,98.34,0.9303,0.3669,0.0,0.0,0.701,0.038,0.759,0.0349,0.0375,0.0104,-0.062,0.09,-0.013,36.12,0.0,0.0,0.0,1,0,0,0,OUTER,READY,1,1
28000,ARM_1,MIXED,20260510,run_00001,0.0024,0.0011,0.0019,0.002,0.0029,0.0046,0.0043,0.2998,0.3003,0.2999,0.2996,0.2995,0.3,0.3012,0.2569,0.2599,0.2591,0.2596,0.2596,0.2588,0.261,100.02,0.09,79.93,1.0,0.0007,0.0,0.0,0.007,0.792,-0.002,-0.0005,0.0496,0.0004,0.022,0.114,0.07,36.05,0.0,0.0,0.0,0,0,0,0,OUTER,READY,1,1
